,name,qid,measure,value
394,TerrierRetr(BM25),test-international-aghbfcpspr-pro03a,R@100,1.0
395,TerrierRetr(BM25),test-international-aghbfcpspr-pro03a,RR@10,0.3333333333333333
447,TerrierRetr(BM25),test-international-aghwrem-con01a,R@10,1.0
448,TerrierRetr(BM25),test-international-aghwrem-con01a,R@100,1.0
449,TerrierRetr(BM25),test-international-aghwrem-con01a,RR@10,0.16666666666666666
444,TerrierRetr(BM25),test-international-aghwrem-con04a,R@10,1.0
445,TerrierRetr(BM25),test-international-aghwrem-con04a,R@100,1.0
446,TerrierRetr(BM25),test-international-aghwrem-con04a,RR@10,0.125
432,TerrierRetr(BM25),test-international-amehbuaisji-pro02a,R@10,0.0
433,TerrierRetr(BM25),test-international-amehbuaisji-pro02a,R@100,1.0
434,TerrierRetr(BM25),test-international-amehbuaisji-pro02a,RR@10,0.0
471,TerrierRetr(BM25),test-international-appghblsba-con01a,R@10,0.0
472,TerrierRetr(BM25),test-international-appghblsba-con01a,R@100,0.0
473,TerrierRetr(BM25),test-international-appghblsba-con01a,RR@10,0.0
465,TerrierRetr(BM25),test-international-appghblsba-con02a,R@10,1.0
466,TerrierRetr(BM25),test-international-appghblsba-con02a,R@100,1.0
467,TerrierRetr(BM25),test-international-appghblsba-con02a,RR@10,0.3333333333333333
468,TerrierRetr(BM25),test-international-appghblsba-con03a,R@10,1.0
469,TerrierRetr(BM25),test-international-appghblsba-con03a,R@100,1.0
470,TerrierRetr(BM25),test-international-appghblsba-con03a,RR@10,0.1111111111111111
459,TerrierRetr(BM25),test-international-appghblsba-pro01a,R@10,1.0
460,TerrierRetr(BM25),test-international-appghblsba-pro01a,R@100,1.0
461,TerrierRetr(BM25),test-international-appghblsba-pro01a,RR@10,0.14285714285714285
462,TerrierRetr(BM25),test-international-appghblsba-pro03a,R@10,0.0
463,TerrierRetr(BM25),test-international-appghblsba-pro03a,R@100,1.0
464,TerrierRetr(BM25),test-international-appghblsba-pro03a,RR@10,0.0
429,TerrierRetr(BM25),test-international-bldimehbn-con01a,R@10,0.0
430,TerrierRetr(BM25),test-international-bldimehbn-con01a,R@100,1.0
431,TerrierRetr(BM25),test-international-bldimehbn-con01a,RR@10,0.0
426,TerrierRetr(BM25),test-international-bldimehbn-con02a,R@10,0.0
427,TerrierRetr(BM25),test-international-bldimehbn-con02a,R@100,1.0
428,TerrierRetr(BM25),test-international-bldimehbn-con02a,RR@10,0.0
420,TerrierRetr(BM25),test-international-bldimehbn-pro01a,R@10,1.0
421,TerrierRetr(BM25),test-international-bldimehbn-pro01a,R@100,1.0
422,TerrierRetr(BM25),test-international-bldimehbn-pro01a,RR@10,0.14285714285714285
423,TerrierRetr(BM25),test-international-bldimehbn-pro03a,R@10,0.0
424,TerrierRetr(BM25),test-international-bldimehbn-pro03a,R@100,1.0
425,TerrierRetr(BM25),test-international-bldimehbn-pro03a,RR@10,0.0
456,TerrierRetr(BM25),test-international-bmaggiahbl-con03a,R@10,0.0
457,TerrierRetr(BM25),test-international-bmaggiahbl-con03a,R@100,1.0
458,TerrierRetr(BM25),test-international-bmaggiahbl-con03a,RR@10,0.0
453,TerrierRetr(BM25),test-international-bmaggiahbl-pro01a,R@10,1.0
454,TerrierRetr(BM25),test-international-bmaggiahbl-pro01a,R@100,1.0
455,TerrierRetr(BM25),test-international-bmaggiahbl-pro01a,RR@10,0.5
450,TerrierRetr(BM25),test-international-bmaggiahbl-pro02a,R@10,1.0
451,TerrierRetr(BM25),test-international-bmaggiahbl-pro02a,R@100,1.0
452,TerrierRetr(BM25),test-international-bmaggiahbl-pro02a,RR@10,0.5
477,TerrierRetr(BM25),test-international-ehbfe-con02a,R@10,1.0
478,TerrierRetr(BM25),test-international-ehbfe-con02a,R@100,1.0
479,TerrierRetr(BM25),test-international-ehbfe-con02a,RR@10,0.5
474,TerrierRetr(BM25),test-international-ehbfe-pro02a,R@10,1.0
475,TerrierRetr(BM25),test-international-ehbfe-pro02a,R@100,1.0
476,TerrierRetr(BM25),test-international-ehbfe-pro02a,RR@10,0.3333333333333333
480,TerrierRetr(BM25),test-international-epvhwhranet-con03a,R@10,0.0
481,TerrierRetr(BM25),test-international-epvhwhranet-con03a,R@100,1.0
482,TerrierRetr(BM25),test-international-epvhwhranet-con03a,RR@10,0.0
378,TerrierRetr(BM25),test-international-ghwcitca-con01a,R@10,1.0
379,TerrierRetr(BM25),test-international-ghwcitca-con01a,R@100,1.0
380,TerrierRetr(BM25),test-international-ghwcitca-con01a,RR@10,0.1
372,TerrierRetr(BM25),test-international-ghwcitca-con02a,R@10,0.0
373,TerrierRetr(BM25),test-international-ghwcitca-con02a,R@100,1.0
374,TerrierRetr(BM25),test-international-ghwcitca-con02a,RR@10,0.0
375,TerrierRetr(BM25),test-international-ghwcitca-con03a,R@10,0.0
376,TerrierRetr(BM25),test-international-ghwcitca-con03a,R@100,1.0
377,TerrierRetr(BM25),test-international-ghwcitca-con03a,RR@10,0.0
363,TerrierRetr(BM25),test-international-ghwcitca-pro01a,R@10,1.0
364,TerrierRetr(BM25),test-international-ghwcitca-pro01a,R@100,1.0
365,TerrierRetr(BM25),test-international-ghwcitca-pro01a,RR@10,0.5
360,TerrierRetr(BM25),test-international-ghwcitca-pro02a,R@10,0.0
361,TerrierRetr(BM25),test-international-ghwcitca-pro02a,R@100,1.0
362,TerrierRetr(BM25),test-international-ghwcitca-pro02a,RR@10,0.0
366,TerrierRetr(BM25),test-international-ghwcitca-pro03a,R@10,0.0
367,TerrierRetr(BM25),test-international-ghwcitca-pro03a,R@100,1.0
368,TerrierRetr(BM25),test-international-ghwcitca-pro03a,RR@10,0.0
369,TerrierRetr(BM25),test-international-ghwcitca-pro04a,R@10,0.0
370,TerrierRetr(BM25),test-international-ghwcitca-pro04a,R@100,1.0
371,TerrierRetr(BM25),test-international-ghwcitca-pro04a,RR@10,0.0
345,TerrierRetr(BM25),test-international-gmehbisrip1b-con01a,R@10,0.0
346,TerrierRetr(BM25),test-international-gmehbisrip1b-con01a,R@100,1.0
347,TerrierRetr(BM25),test-international-gmehbisrip1b-con01a,RR@10,0.0
339,TerrierRetr(BM25),test-international-gmehbisrip1b-con02a,R@10,1.0
340,TerrierRetr(BM25),test-international-gmehbisrip1b-con02a,R@100,1.0
341,TerrierRetr(BM25),test-international-gmehbisrip1b-con02a,RR@10,0.2
342,TerrierRetr(BM25),test-international-gmehbisrip1b-con03a,R@10,0.0
343,TerrierRetr(BM25),test-international-gmehbisrip1b-con03a,R@100,1.0
344,TerrierRetr(BM25),test-international-gmehbisrip1b-con03a,RR@10,0.0
333,TerrierRetr(BM25),test-international-gmehbisrip1b-pro01a,R@10,1.0
334,TerrierRetr(BM25),test-international-gmehbisrip1b-pro01a,R@100,1.0
335,TerrierRetr(BM25),test-international-gmehbisrip1b-pro01a,RR@10,0.1111111111111111
330,TerrierRetr(BM25),test-international-gmehbisrip1b-pro02a,R@10,1.0
331,TerrierRetr(BM25),test-international-gmehbisrip1b-pro02a,R@100,1.0
332,TerrierRetr(BM25),test-international-gmehbisrip1b-pro02a,RR@10,0.3333333333333333
336,TerrierRetr(BM25),test-international-gmehbisrip1b-pro03a,R@10,1.0
337,TerrierRetr(BM25),test-international-gmehbisrip1b-pro03a,R@100,1.0
338,TerrierRetr(BM25),test-international-gmehbisrip1b-pro03a,RR@10,0.14285714285714285
384,TerrierRetr(BM25),test-international-gmehwasr-con03a,R@10,0.0
385,TerrierRetr(BM25),test-international-gmehwasr-con03a,R@100,1.0
386,TerrierRetr(BM25),test-international-gmehwasr-con03a,RR@10,0.0
381,TerrierRetr(BM25),test-international-gmehwasr-pro05a,R@10,0.0
382,TerrierRetr(BM25),test-international-gmehwasr-pro05a,R@100,1.0
383,TerrierRetr(BM25),test-international-gmehwasr-pro05a,RR@10,0.0
441,TerrierRetr(BM25),test-international-gpdwhwcusa-con02a,R@10,1.0
442,TerrierRetr(BM25),test-international-gpdwhwcusa-con02a,R@100,1.0
443,TerrierRetr(BM25),test-international-gpdwhwcusa-con02a,RR@10,0.14285714285714285
435,TerrierRetr(BM25),test-international-gpdwhwcusa-pro02a,R@10,1.0
436,TerrierRetr(BM25),test-international-gpdwhwcusa-pro02a,R@100,1.0
437,TerrierRetr(BM25),test-international-gpdwhwcusa-pro02a,RR@10,0.5
438,TerrierRetr(BM25),test-international-gpdwhwcusa-pro03a,R@10,1.0
439,TerrierRetr(BM25),test-international-gpdwhwcusa-pro03a,R@100,1.0
440,TerrierRetr(BM25),test-international-gpdwhwcusa-pro03a,RR@10,0.5
417,TerrierRetr(BM25),test-international-gpsmhbsosb-con01a,R@10,1.0
418,TerrierRetr(BM25),test-international-gpsmhbsosb-con01a,R@100,1.0
419,TerrierRetr(BM25),test-international-gpsmhbsosb-con01a,RR@10,0.3333333333333333
411,TerrierRetr(BM25),test-international-gpsmhbsosb-con02a,R@10,1.0
412,TerrierRetr(BM25),test-international-gpsmhbsosb-con02a,R@100,1.0
413,TerrierRetr(BM25),test-international-gpsmhbsosb-con02a,RR@10,0.5
414,TerrierRetr(BM25),test-international-gpsmhbsosb-con03a,R@10,1.0
415,TerrierRetr(BM25),test-international-gpsmhbsosb-con03a,R@100,1.0
416,TerrierRetr(BM25),test-international-gpsmhbsosb-con03a,RR@10,0.25
405,TerrierRetr(BM25),test-international-gpsmhbsosb-pro01a,R@10,1.0
406,TerrierRetr(BM25),test-international-gpsmhbsosb-pro01a,R@100,1.0
407,TerrierRetr(BM25),test-international-gpsmhbsosb-pro01a,RR@10,0.16666666666666666
402,TerrierRetr(BM25),test-international-gpsmhbsosb-pro02a,R@10,0.0
403,TerrierRetr(BM25),test-international-gpsmhbsosb-pro02a,R@100,0.0
404,TerrierRetr(BM25),test-international-gpsmhbsosb-pro02a,RR@10,0.0
408,TerrierRetr(BM25),test-international-gpsmhbsosb-pro03a,R@10,1.0
409,TerrierRetr(BM25),test-international-gpsmhbsosb-pro03a,R@100,1.0
410,TerrierRetr(BM25),test-international-gpsmhbsosb-pro03a,RR@10,0.5
357,TerrierRetr(BM25),test-international-miasimyhw-con01a,R@10,0.0
358,TerrierRetr(BM25),test-international-miasimyhw-con01a,R@100,1.0
359,TerrierRetr(BM25),test-international-miasimyhw-con01a,RR@10,0.0
351,TerrierRetr(BM25),test-international-miasimyhw-pro01a,R@10,0.0
352,TerrierRetr(BM25),test-international-miasimyhw-pro01a,R@100,1.0
353,TerrierRetr(BM25),test-international-miasimyhw-pro01a,RR@10,0.0
348,TerrierRetr(BM25),test-international-miasimyhw-pro02a,R@10,1.0
349,TerrierRetr(BM25),test-international-miasimyhw-pro02a,R@100,1.0
350,TerrierRetr(BM25),test-international-miasimyhw-pro02a,RR@10,0.5
354,TerrierRetr(BM25),test-international-miasimyhw-pro04a,R@10,1.0
355,TerrierRetr(BM25),test-international-miasimyhw-pro04a,R@100,1.0
356,TerrierRetr(BM25),test-international-miasimyhw-pro04a,RR@10,0.3333333333333333
489,TerrierRetr(BM25),test-international-siacphbnt-pro01a,R@10,0.0
490,TerrierRetr(BM25),test-international-siacphbnt-pro01a,R@100,0.0
491,TerrierRetr(BM25),test-international-siacphbnt-pro01a,RR@10,0.0
483,TerrierRetr(BM25),test-international-siacphbnt-pro02a,R@10,0.0
484,TerrierRetr(BM25),test-international-siacphbnt-pro02a,R@100,1.0
485,TerrierRetr(BM25),test-international-siacphbnt-pro02a,RR@10,0.0
486,TerrierRetr(BM25),test-international-siacphbnt-pro05a,R@10,0.0
487,TerrierRetr(BM25),test-international-siacphbnt-pro05a,R@100,1.0
488,TerrierRetr(BM25),test-international-siacphbnt-pro05a,RR@10,0.0
87,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con02a,R@10,0.0
88,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con02a,R@100,0.0
89,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con02a,RR@10,0.0
90,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con03a,R@10,1.0
91,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con03a,R@100,1.0
92,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con03a,RR@10,0.3333333333333333
84,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro01a,R@10,0.0
85,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro01a,R@100,0.0
86,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro01a,RR@10,0.0
81,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro02a,R@10,1.0
82,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro02a,R@100,1.0
83,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro02a,RR@10,0.5
102,TerrierRetr(BM25),test-sport-tshbmlbscac-con01a,R@10,1.0
103,TerrierRetr(BM25),test-sport-tshbmlbscac-con01a,R@100,1.0
104,TerrierRetr(BM25),test-sport-tshbmlbscac-con01a,RR@10,0.25
96,TerrierRetr(BM25),test-sport-tshbmlbscac-pro02a,R@10,0.0
97,TerrierRetr(BM25),test-sport-tshbmlbscac-pro02a,R@100,1.0
98,TerrierRetr(BM25),test-sport-tshbmlbscac-pro02a,RR@10,0.0
99,TerrierRetr(BM25),test-sport-tshbmlbscac-pro04a,R@10,1.0
100,TerrierRetr(BM25),test-sport-tshbmlbscac-pro04a,R@100,1.0
101,TerrierRetr(BM25),test-sport-tshbmlbscac-pro04a,RR@10,0.2
93,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro02a,R@10,1.0
94,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro02a,R@100,1.0
95,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro02a,RR@10,0.25
