,name,qid,measure,value
51,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-aiahwagit-pro04a,R@10,0.0
52,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-aiahwagit-pro04a,R@100,1.0
53,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-aiahwagit-pro04a,RR@10,0.0
42,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-aiahwagit-pro05a,R@10,0.0
43,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-aiahwagit-pro05a,R@100,1.0
44,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-aiahwagit-pro05a,RR@10,0.0
36,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con01a,R@10,1.0
37,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con01a,R@100,1.0
38,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con01a,RR@10,0.16666666666666666
24,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con02a,R@10,1.0
25,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con02a,R@100,1.0
26,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con02a,RR@10,0.2
33,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con03a,R@10,0.0
34,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con03a,R@100,1.0
35,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con03a,RR@10,0.1
30,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con04a,R@10,1.0
31,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con04a,R@100,1.0
32,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con04a,RR@10,0.25
27,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con05a,R@10,0.0
28,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con05a,R@100,1.0
29,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-con05a,RR@10,0.0
15,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro01a,R@10,1.0
16,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro01a,R@100,1.0
17,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro01a,RR@10,0.14285714285714285
9,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro02a,R@10,0.0
10,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro02a,R@100,1.0
11,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro02a,RR@10,0.0
18,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro03a,R@10,0.0
19,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro03a,R@100,1.0
20,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro03a,RR@10,0.0
21,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro04a,R@10,0.0
22,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro04a,R@100,1.0
23,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro04a,RR@10,0.0
12,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro05a,R@10,0.0
13,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro05a,R@100,1.0
14,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-assgbatj-pro05a,RR@10,0.0
63,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-chbwtlgcc-con02a,R@10,1.0
64,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-chbwtlgcc-con02a,R@100,1.0
65,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-chbwtlgcc-con02a,RR@10,0.1
60,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-chbwtlgcc-pro02a,R@10,1.0
61,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-chbwtlgcc-pro02a,R@100,1.0
62,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-chbwtlgcc-pro02a,RR@10,0.2
72,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con02a,R@10,1.0
73,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con02a,R@100,1.0
74,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con02a,RR@10,0.3333333333333333
78,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con03a,R@10,0.0
79,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con03a,R@100,1.0
80,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con03a,RR@10,0.0
75,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con04a,R@10,0.0
76,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con04a,R@100,0.0
77,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-con04a,RR@10,0.0
66,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-pro02a,R@10,1.0
67,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-pro02a,R@100,1.0
68,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-pro02a,RR@10,0.2
69,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-pro04a,R@10,0.0
70,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-pro04a,R@100,0.0
71,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-environment-opecewiahw-pro04a,RR@10,0.0
222,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-free-speech-debate-fsaphgiap-pro01a,R@10,0.0
223,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-free-speech-debate-fsaphgiap-pro01a,R@100,0.0
224,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-free-speech-debate-fsaphgiap-pro01a,RR@10,0.0
225,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-free-speech-debate-radhbsshr-con04a,R@10,0.0
226,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-free-speech-debate-radhbsshr-con04a,R@100,1.0
227,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-free-speech-debate-radhbsshr-con04a,RR@10,0.0
165,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con01a,R@10,1.0
166,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con01a,R@100,1.0
167,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con01a,RR@10,0.5
156,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con02a,R@10,1.0
157,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con02a,R@100,1.0
158,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con02a,RR@10,0.25
162,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con03a,R@10,1.0
163,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con03a,R@100,1.0
164,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con03a,RR@10,0.25
159,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con04a,R@10,0.0
160,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con04a,R@100,0.0
161,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-con04a,RR@10,0.0
144,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro02a,R@10,0.0
145,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro02a,R@100,1.0
146,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro02a,RR@10,0.0
150,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro03a,R@10,1.0
151,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro03a,R@100,1.0
152,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro03a,RR@10,0.3333333333333333
153,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro04a,R@10,1.0
154,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro04a,R@100,1.0
155,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro04a,RR@10,0.3333333333333333
147,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro05a,R@10,0.0
148,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro05a,R@100,1.0
149,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ahiahbgbsp-pro05a,RR@10,0.0
186,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhghhbampt-con01a,R@10,0.0
187,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhghhbampt-con01a,R@100,1.0
188,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhghhbampt-con01a,RR@10,0.0
183,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhghhbampt-con03a,R@10,1.0
184,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhghhbampt-con03a,R@100,1.0
185,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhghhbampt-con03a,RR@10,0.16666666666666666
123,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-con03a,R@10,0.0
124,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-con03a,R@100,0.0
125,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-con03a,RR@10,0.0
114,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro02a,R@10,0.0
115,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro02a,R@100,0.0
116,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro02a,RR@10,0.0
117,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro03a,R@10,0.0
118,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro03a,R@100,1.0
119,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro03a,RR@10,0.0
120,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro04a,R@10,1.0
121,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro04a,R@100,1.0
122,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhgsshbesbc-pro04a,RR@10,0.2
141,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con01a,R@10,1.0
142,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con01a,R@100,1.0
143,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con01a,RR@10,0.3333333333333333
135,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con02a,R@10,1.0
136,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con02a,R@100,1.0
137,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con02a,RR@10,0.125
138,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con03a,R@10,1.0
139,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con03a,R@100,1.0
140,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-con03a,RR@10,0.3333333333333333
126,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro02a,R@10,1.0
127,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro02a,R@100,1.0
128,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro02a,RR@10,0.25
129,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro03a,R@10,1.0
130,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro03a,R@100,1.0
131,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro03a,RR@10,0.5
132,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro04a,R@10,0.0
133,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro04a,R@100,1.0
134,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-dhiacihwph-pro04a,RR@10,0.0
84,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con02a,R@10,0.0
85,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con02a,R@100,0.0
86,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con02a,RR@10,0.0
90,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con03a,R@10,1.0
91,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con03a,R@100,1.0
92,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con03a,RR@10,0.1111111111111111
87,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con04a,R@10,1.0
88,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con04a,R@100,1.0
89,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-con04a,RR@10,0.5
81,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-pro04a,R@10,1.0
82,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-pro04a,R@100,1.0
83,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hdond-pro04a,RR@10,0.25
180,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con01a,R@10,0.0
181,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con01a,R@100,1.0
182,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con01a,RR@10,0.0
171,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con02a,R@10,1.0
172,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con02a,R@100,1.0
173,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con02a,RR@10,0.3333333333333333
177,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con04a,R@10,0.0
178,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con04a,R@100,1.0
179,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con04a,RR@10,0.0
174,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con05a,R@10,0.0
175,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con05a,R@100,1.0
176,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-con05a,RR@10,0.0
168,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-pro02a,R@10,0.0
